Context,Response
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky. Is this normal? Should I still be feeling like this?,"""Normal"" can be an insidious word to use because it can undermine your sense of worth.  It implies there's one particular way you should be behaving and can leave you feeling crappy and ""abnormal"" if you're not behaving according to that prescribed standard.  Instead, what I'd recommend is to pay attention to your emotional experiences when you're attending therapy.  Explore your feelings and thoughts without judgement and try to reflect and understand what's going on that's causing you anxiety.  Once you figure out the underlying meaning of the anxiety, you can figure out a way to handle it and action steps to take to diminish it."
"I’m trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about. Should I be upset?","Are you upset, is the more pertinent question.Everyone has their own tolerance for lies and their unique reasons for being married.  Trust your own answers to the question you ask here.Also, think over the value of your marriage in your life and whether you are able to live with the unstable sense of trust that you have in your husband.Remember too, that if you are the only partner who is trying to make the marriage work, then your job is much harder than if your husband actively participated in making the marriage happier for the couple."
"I have these dreams of men, and they always seem to try to hurt me. It's gotten so bad that I first wake at 4:30, then 4:45, and finally stay awake by 6:00. I'm always the last one to fall asleep and the first to wake. I hate falling asleep. The longest I've went without sleep is three days.","That is awful! I am sure you are ready to start getting some rest. It's normal for us to wake a few times in the night, however, when we are dealing with high anxiety or stress, those times can turn into being up most night. Given that you are having these repeated dreams, I am wondering what might be going on in your life either now  or in the past that could be triggering stress or maybe memories. It can help to draw the dream out in the morning or even to look for metaphor. In the long run, seeking counseling can help you sort all that outIn the meantime, self-soothing strategies may help you in the night when you wake and can't get back to sleep. This can be anything with your senses----getting a snack like tea and focusing on that taste, smelling something pleasant, listening to some relaxing music, looking through a magazine, taking a shower. Anything you can think of that might help you relax. If it involves needing to get up, that's okay! Getting out of bed can actually help you get out of that mind space and helps you associate your bed with relaxation/sleep vs anxiety making it more likely you will fall asleep once  you lay down."
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.","This is actually more common then we often realize, and actually understandable, as he has gone through a trauma, an unresolved existential crisis.  He was taken care of by others and now is again left alone with his own internal, and rather horrific inner struggle.In my work with CCT, or Contextual Conceptual Therapy, (see www.suicidetherapy.com) I have learned how trapped suicidal people are in their own isolation, also called a ""mysterious isolation,"" a form of self protection which cuts the off from their Self, or spirit.  And unless they address this message from their soul, accompany a guide on a journey to discover their own missing information, that is to recognize how their own uncomforted emotional pain has resulted in a coping stategy which has effectively cut themselves off from their own beauty, their Self, and their ability to receive love from themselves and others. Their attempt to kill themselves is a cry from their soul or spirit that they cannot live the life they are living any longer.  They take this literally and try to end their life, when in fact what their soul or spirit is saying is they need to begin to live the life they came here to live. "
"I just got out of a two year relationship. I broke up with my boyfriend because he wasn't showing any affection at all. He was talking to other women and lying about it. It pushed me away and hurt me, but I'm still in love with him. A couple days after our breakup, he was talking to someone new. He told me he wasn't sure if he loved me. I cried for several days, lost my appetite, and couldn't sleep. Our whole relationship was only us. We didn't have friends. It was me and him against the world. We didn't talk to anyone else because we only wanted to talk to each other. We hung out constantly and Skyped to sleep every single night. Then, when I cut myself, we talked on Skype. He cried and told me ""I'm still in love with you, I never stopped loving you,"" and I cried tears of joy. I asked multiple times if he loved me and asked to make sure he wasn't just saying that because of me being so depressed. He promised and assured me he loved me. He came over after that, and we had sex because he wanted to. He went the home that night and told me he didn't love me, and he lied because he was scared. He told me I wasn't attractive, I wasn’t beautiful to him, and that I changed. He also told me he was 100% sure he'd never love me again. I'm still in love with him. Why do I love him? How do I stop? Just knowing that someone else is with him hurts me. That I wasn't good enough and that I'm no longer beautiful hurts me. I think I need a therapist, but don't know if I should.","I am very sorry for the pain you are suffering. Losing the most significant person in your life is extremely painful and breakups are often equated to a death. There will certainly be a grieving process that you go through and time passing will allow the hurt to subside. With that being said, seeing a therapist is highly recommended as it sounds like continuous support may be necessary for healing to take place. Anytime sadness causes thoughts of suicide or self harm, it is important to get help immediately. A therapist can help you by validating your feelings and what you are going through, while also working with you to move through the grieving process, adopt new hobbies, social outlets, and goals for your future. While starting over and trying out new ways of being may seem like a daunting task, it will only make things easier and give you a sense of hope and purpose for your future. With the new year right around the corner, this could be viewed as a good time and opportunity to get reaquainted with yourself and set goals related to living a more fullfilling life. Hang in there. With a support system in place and a healthy mindset, things can only get easier. Best of luck to you!"
"My spouse decided he no longer wanted me six years ago. Things have deteriorated so badly that we have separated but still live in the same house. He says he despises the sight of me, wants to be with other women, and divorce. What I don't understand is that he says constantly that I have no feelings for him and gets absurdly jealous if I speak to another male. Why does he constantly do these behaviors? I might add he has been diagnosed with borderline personality disorder and as a narcissist.","What a burden for you!Your husband cannot seem to make up his mind on his viewpoint and doesn't seem to care whether or not you're affected by speaking out of two sides of his mouth.Keep yourself protected emotionally from him.   There's no good which can come by arguing with a person who  flips their position.Live as separately as possible from him and stick to roommate type matters such as groceries, bill paying and housecleaning as discussion topics.If he cannot make sense of what he thinks and feels, then certainly you will face similar difficulty trying to do so!"
"After he got home from the hospital he was angry, then for a time wonderful. Now he is depressed and hopeless again.","I appreciate that you are concerned about your husband's emotions and want to support him as best you can right now. I imagine that you must be going through your own difficult time too. You've had a complicated shock and trauma in your life and in your marriage; it's normal for both of your emotions to move from hope to despair to fear, anger, gratitude... there is no wrong way to feel and there is no particular pattern your emotions or his will follow. Try not to assume what he is feeling but ask him instead. ""How are you doing today?"" is something that can be asked over and over again and your love and compassion for him will come through. If he has a hard time talking, you can share your observations. ""I notice you're more withdrawn. This worries me."" Certainly it will help you if you know what he's thinking and feeling because he hid his intentions to hurt himself. It's normal that you want to know. If there is depression and hopelessness, this likely was part of what led to his initial despair. There is help out there. Depression is treatable, and seeking that treatment is important right now at this vulnerable time. This is the kind of complex situation that can be assisted by a therapist who is qualified to help you both understand and manage your emotions. Whether your husband seeks help or not, I hope that you do."
"I've never been able to talk with my parents. My parents are in their sixties while I am a teenager. I love both of them but not their personalities. I feel that they do not take me seriously whenever I talk about a serious event in my life. If my dad doesn’t believe me, then my mom goes along with my dad and acts like she doesn’t believe me either. I’m a pansexual, but I can’t trust my own parents.
 I've fought depression and won; however, stress and anxiety are killing me. I feel that my friends don't listen to me. I know they have their own problems, which I do my best to help with. But they don't always try to help me with mine, when I really need them. I feel as if my childhood has been taken from me. I feel as if I have no one whom I can trust.","I'm sorry you feel so alone and isolated, those feelings in and of themselves can lead to depression, stress and anxiety.  So job one is finding someone you can talk to.  A good friend or an open parent can be as helpful as a professional counselor, but if you don't have those, then by all means call your local Mental Health Association, suicide prevention, or go see your school counseling department. There are many of us now who do on-line, FaceTime, phone counseling so that is an option to consider in your situation.  On the other hand,  If you want to script a conversation with your parents (I'm a great believer in scripting) not that you're going to read it to them, but if you write down exactly what you want to say, read it over a few times before you're ready to have the conversation.  Why?  You'll be much more likely to do it if you're prepared, and you'll  have a better chance of saying everything you want to say in a calm but forceful way.  The same with your friends--you are probably a great listener and therefore attract people who want to talk--so you need to let these friends know you need something in return.  If you practice asking for equal talk time, then perhaps these friends will respond and surprise you, or if you make those demands you'll start attracting people who are looking for equality in friendships.  Now back to that script--first decide do you want to talk to both parents at once, or one at a time.  Then begin to write down the points you want to make such as:   I love you, and I know you love me but I don't feel as though I can trust your love to be unconditional enough to tell you who I really am, and how I really feel.  Find your own words to describe your own feelings.  If I can help, get in touch. You are right to reach out starting here, there are no prizes for suffering in silence and, as you already know, little joy in going it alone."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,"This is a question that is very specific to each person. There are definitely some variables, but I can give you some general ideas for when counseling might end:When a client has met all of their goals, at least to a degree when they feel that they no longer need to work on them with the assistance of a counselorSometimes a decision is made that a client is no longer benefiting from counseling at a certain timeSometimes clients have to remain in counseling in order to receive medication. This depends on agency policy, but sometimes it is a requirement. If the medication is necessary and cannot be prescribed by a primary care physician, frequency of sessions is usually decreased greatlyI'm not sure why you are asking this question, but it is also something that is often discussed at the beginning of treatment. Oftentimes ""discharge goals"" change as treatment progresses because more is known about clients, their goals, changes in their goals, and many other things. Changes are normal, but your counselor probably has discharge goals in mind, at least generally, from the beginning. I strongly encourage you to ask about it!"
"My husband and I have been together for seven years now. I will be honest: I have a problem lying to him about stupid stuff. I recently stupidly lied to my husband about an accident because I was afraid to tell him what happened. Ever since then, he gives me the cold shoulder. He gets so mad and ignores me for days. He's really verbally and emotionally abusive. He tells me all the bad things about me and calls me awful names. Should we call it quits? I'm tired of crying, but we have a toddler together.","Hi Texas, Thanks for your honesty; it helps me know where to go in answering you. What strikes me in your question is that you describe several ways in which your husband is hurtful/abusive/controlling with you, and then you ask ""Should we call it quits?"". We? I wonder if maybe the first step is for you to start seeing this decision as yours, rather than yours together. The way your husband treats you is not your fault, Texas. Your lies are a natural and normal way of you avoiding situations and encounters that feel unsafe for you. The problem is not your lying. The problem is that you don't feel safe enough to be honest with a person you're supposed to be able to trust.There's an analogy that I sometimes use; I don't know if this is scientifically true or simply a useful story, but it's powerful either way, so I will tell it to you.If you take a frog and drop it into a pot of boiling water, the frog will jump out immediately, knowing instinctively that if it stays in the pot, it will die. If you take a frog, however, and put it in a pot of cold water, and slowly, slowly, heat it to boiling, the frog will boil to death because it will fail to recognise the moment when it no longer has the energy to jump out of the pot; by the time it realises it's dying, it has lost its strength. It's called ""learned helplessness"". When your power or your voice has been taken away for a long time, you get used to that, and you fail to see the options that are available to you. You have a toddler, and you may be under the impression that staying in the marriage is best for the child. In my experience, and what research backs up, is that children first and foremost need a safe environment and parents who are happy. You are likely underestimating the effects on your child of living in a home with woman abuse. This is a complex picture, and if you were my client, I would want to get you to a stronger place emotionally where you're seeing the situation clearly and gathering resources and supports before you make any big decisions, but I do see that there are decisions that are there for you to make that can lead to a happy life for you and your child. I sincerely hope you seek professional help, with either a shelter for abused women or a therapist. I wish you the best."
"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","The fact that you are aware of the issue and what causes it is a step in the right direction.  You can absolutely break the cycle but it takes a lot of effort.  Much like growing a physical muscle, developing coping mechanisms must be practiced (exercised) in order to gain strength.  Find healthy activities that you like to do that can help you deal with stress.  It appears that you are already going to the gym which is awesome; you want this to be a healthy experience not one done out of guilt.  Is it possible for you to incorporate food items that are healthy for you? Remember any changes you make must be practiced and developed over time.  You should seek professional help to assist you with getting to the root cause of your emotional connection to food. Normally these issues date back to childhood experiences however this is a generalization and I have little information to go on.  Above all else BE KIND TO YOURSELF! Shame is counterproductive. If you want something to grow you give it love and attention. Well wishes!!!!!!"
"I'm a teenager and I get these really intense mood swings.    My mood will be really high and I'll think of something that I want to do. When I start to make it happen I get irritated by other people if they intervene. Then if the thing I wanted to do doesn't work out, I have these tendencies to blame other people for it not working out.    Can you explain what's going on?","Why do you blame other people who had nothing to do with your actions?If it is because after the fact you wish you had accepted their help, then the person who is responsible for this is you!Since you are aware of your tendencies and how the interfere with your life, try to become aware of when you do these habits.This way you can interrupt your own patterns a little bit at a time."
"We have been together over a year. We spend time together every day no matter how busy. He started to be unusually fatigued and losing weight. He also began to be distant and sexually selfish. We had a argument, and he confided he has late stage stomach cancer. He wont treat it.","Hello, and thank you for your question. I am very sorry about this life-altering situation that both you and your boyfriend are going through. To be sure, this is a devastating and lonely road for both of you. I say lonely because when things like this happen we often don't know what to say to each other, and so we suffer in silence with little support.Here are a few thoughts that I am having, and perhaps others will add things, too:1. By the sound of your main question, it seems like you have every intention to be there for your boyfriend during this difficult time. I am not sure if he is willing to talk about his health situation, but letting him know that you want to support him and also need his support may be helpful. 2. If it is possible, see if he would be willing to go to a counselor with you. There are many things that a counselor could focus on that may help your relationship, but also help you both cope with what is happening.3. If he refuses to seek support, you may want to consider going on your own. If you can't afford it, sometimes hospice organizations offer support groups and other services. It is very important not to neglect yourself. Be well,Robin J. Landwehr, DBH, LPC, NCC"
"I have a lot of child custody concerns, financial issues, insecurities and weigh gain. I also have no local family support. It's hard for me to stay positive. I get very emotional and take it out on the people I love. How can I stay strong?","There's online forums and blogs, some of which have interactive discussion groups.Also, depending on exactly  what you mean by becoming ""emotional"", feeling overwhelmed by feelings typically happens when people feel a lot of stress and pressure in their lives.   Loneliness contributes to feeling overwhelmed too.Your feelings may be perfectly normal.Similarly, depending on what you mean ""take it out on"" people, you may be expecting too much of yourself.If you're expecting other people to listen to your upset feelings, this is reasonable.If you're harming them as a a result of your upset feelings, this is unreasonable.Depending on what exactly you are doing when you ""take it out"", you may be quite reasonable to do so."
"My husband and I got into a huge dispute. He said he wanted a divorce, and I left. I still come home a lot and see my kids, and he has not filed yet even though he still said he is. What does that mean for our marriage?","In any relationship, including marriage, each partner will be better able to do their part, by understanding their own interests and wishes.Concentrate more on what you'd like from your marriage.  This will naturally raise the questions and criteria of what to talk with your husband about and what to ask of him.Think over whether you wish to divorce or not.Since he hasn't taken any action, then for the moment, you can assume he is not sure of what he wants.Once you feel a little more clear on your opinion about your marriage, including feeling uncertain if you'd like it to end or continue, then you will be able to tell your husband the suggestions you have for resolving the dispute matter and emotions.Try to re-direct your speculations about, ""what does he want"", ""I wonder what he's thinking"", back to answering these very reasonable questions, about yourself.This will strengthen your own purpose in clarifying where to start and guide a discussion with him.Good luck!"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her? I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same."
How does a counselor decide when to end counseling sessions or to terminate working with a client?,For most:  When the money/insurance runs out.When best:  When the job is done... and you're feeling much better.
"I have been seeing this guy for a little over a year. Back in August, he asked for us to step back for now. Since then, he has still been in contact with me every day. We spent some time together over the holidays, but then I was gone for New Years with family. I came to find out that he put himself on a dating site. When I found out, I asked him about it, and he responded with this: “My apologies if I got my signals crossed, or if I wasn’t honest with you. You have helped me tons this past year and I am glad you are in my life. I didn’t realize you were still interested in dating. Again, my apologies.” Also, is it better to say that I want him in my life or that I want him as part of my life?","It sounds like there is a bit of confusion regarding how you two feel about each other. Do you know what type of relationship you want with him? A friendship only, casual dating, or an exclusive relationship? I would encourage you to first figure that out and then communicate to him how you are feeling. Ask him to be honest with you about how he feels and what he wants from your relationship as well. Be mentally prepared for a variety of responses from him so that there are no major surprises. By clearing the air and learning what your own and each other's desires are, you can then move forward with a plan. Without that clarification, there will likely be false assumptions, unanswered questions, and confusion."
I was born a girl. I look like a boy. I sometimes feel like a different variation of gender. I don't know what to say if someone asks my gender. I just get really confused and usually say my birth gender.,"I agree with Sherry, it is OK to give the answer that you feel most familiar with.  The most important part is not who people think you are, but that you know who you are.  Read about gender identity and fluidity.  Discovering the answer is a process, don't rush it to comply with others either way.  If you feel that this is a constant issue that keeps you awake and keeps you from enjoying your life, consider going to a therapist to discuss your feelings and concerns. ¿Qué significa que yo me sienta como diferentes géneros?Nací como niña. Me veo como niño.  A veces siento como una variación diferente de género.  No sé qué decirle a otros cuando pregunta que soy.  Me siento confuso y solo digo mi genero de nacimiento. Estoy de acuerdo con Sherry, está bien dar la respuesta que se sienta más cómoda.  La parte más importante no es quien las otras personas piensen que eres, sino quien tú piensas que eres.  Lee sobre el tema de identidad de género y fluidez de género.  Descubrir tu género puede ser un proceso, no lo apresures para complacer a otras personas.  Si sientes que este tema te esta quitando el sueno y te impide disfrutar tu vida, habla con tu consejero sobre tus sentimientos y preocupaciones."
I’m facing severe depression and anxiety and I just feel like I’m going through a lot. This really distracts me and I cant get my mind off the things that are bothering me.    How do I overcome this anxierty and depression?,Life can bring us all kinds of struggles.   Depression and Anxiety are very common reasons people come into counseling.  Both can be debilitating.  Sometimes when life struggles and stresses build up anxiety and depression become prominent.  Learning tools to ride the waves  of life is a core part of counseling.  If you are ready to manage the symptoms and come up with a plan visit staceybshapiro.com for more information.
"I am in my early 20s and I still live with my parents because I can't afford to live alone.

My mother says that if I live under her roof I have to follow her rules. She is trying to control my life. What should I do?","Hello. Even though legally you are an adult, it is a matter of courtesy to respect the homes of your parents. As long as you live there, you should be considerate of their needs. At the same time, there should be conversation about what each of you considers appropriate as it pertains to communication between a parent and an adult (even though you are still her offspring). This will require openness, honesty, and a willingness to give from both sides in a respectful way. Healthy boundaries can be established and honored when each is willing to do their part in this new relationship. Your mother knows you are an adult, but has not had as many years of treating you like one. So mentally and emotionally this will take some time for her to adapt. Share your concerns with her, and see if you can come up with a set of rules that you both can honor. It will be a great stepping stone for both of you as you move into this new chapter together as you begin relating a little differently.Reach out for help to a counselor if needed. You don't have to sort this out on your own. And lastly, take good care of yourself in the process. You are moving through some exciting times in your life. The more you can have support as you explore new events, the better you might feel less stressed.Warm regards."
"I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone that works with us. It's driving me crazy. As an act of expression, I have purchased a gift for her that's personalized. I haven't given it to her yet.","Human attractions can be tricky things, and in this case - a power dynamic. In the workplace, a boss usually has the power to hire, fire, set schedules, approve vacations, and evaluate performance. Because of this power dynamic, most employee handbooks expressly forbid supervisors and their direct employees being in a romantic relationship. Perhaps you should check your employee handbook.  It is possible that if you or your supervisor act on your feelings, one of you might have to be reassigned, or if no reassignment is available, asked to resign. While you may be attracted to your boss, and your feelings may be strong, it might be in your best interests to resist acting upon them. "
"My mom made a lot of mistakes a couple years back, and I can't seem to forgive her. I want to say that it's okay, but I can't. I feel like even if I did forgive her, I wouldn't be able to say it to her face.","How someone feels when they forgive another, is at peace with themselves and their understanding of what went wrong, who was responsible for what in the situation, and clarity on their own motivation, actions, emotions including pain, regret, resentment, sadness.These steps ideally allow a new door to open in order to develop new paths in the existing relationship or accept that this will not be possible due to either person's way of handling themselves.The long answer would be that you're not yet through with this process.I commend you on being truthful with yourself about yourself.You're on the right track by expecting to feel resolved when you've reached resolution, and not before.Finding patience with the unpredictable amount of time needed to thoroughly examine all the details of the incidents you mention, sometimes is a frustration of its own.Keep up your good work of knowing your own life.It is a worthwhile endeavor!"
I'm a 40 year old male and having erection problems. Still have the desire for a woman. Awfully frustrated. Any suggestions? My Doc doesn't want to discuss it.,When a doc blows you off it may be a signal that it is time to find a new one! ED can often be caused by health issues. If all physical possibilities are ruled out then it's time to look within and enlist the help of a sex therapist. Here's a good article for you to start with.
"My husband and I have been married for seven years, and in that time, we have only had sex four or five times. Others have told me that most men would have left me by now. Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing. I want to be better connected with my husband.","It's encouraging that you say you want ""to be better connected with [your] husband,"" and since he hasn't left you, he must care about you and the relationship more than he does about just having sex. You don't say whether he complains or not, but even if he doesn't it seems there's a sense of something important missing for both of you.Most likely to connect better with him physically you'll need to become better connected with yourself and your body. Men often feel fulfilled by sex simply because it happened - the woman they want received them, allowed them to make love with her. For women that can sometimes be more complicated. A woman who loves sex most likely also loves her body, knows what pleasures her, and feels confident asking for what she wants. Self-pleasuring can be a way for you to discover more about your sexuality, and a classic resource is Betty Dodson's book Sex for One: The Joy of Selfloving. A good counselor or sex therapist can be very helpful with your whole relationship as well as the sexual part of it, but not all counselors are comfortable working with sexual issues. Shop around and be sure you find someone who can help you and your husband get better connected on all levels."
I get angry and act out. It scares my wife and child.,"Well, yes, of course it scares them.  They see someone they love behaving is frightening ways.  That's a good reason to want to manage your emotions differently...but  what are your thoughts on your anger?  Do you think your angry feelings justify lashing out?  The thing is that feeling angry is just that...feeling.  Acting out is behavior and that affects everyone around you.  Do you need to manage your behavior, as well as your feelings?  My guess is that you do.First you need to pay better attention to your feelings ""thermostat"".  If you are always near ""boiling"" you don't have much margin for error.  It's in  your best interest, and  that of your family, to bring that temperature down.  That may mean more physical activity, meditation, journaling or some other outlet.The next, and bigger, question is what are you so mad about?  Or are you really sad, scared, confused?  Anger is a secondary emotion, much like pneumonia is a secondary infection.  Anger, which sets us up to defend ourselves against a perceived danger, is often a cover for feelings that leave us more vulnerable.  That means people who are grieving may exhibit rage; people who are scared may lash out.That doesn't excuse bad behavior, but it might explain it. Get in t o see a therapist ASAP.  You need a bit of help to identify both anger triggers and underlying feelings that get played out as anger.  You are not a bad person for exhibiting emotions, but anger can quickly become destructive - get help now!"
"I never get infections or scars or anything, and it doesn't bother me if it gets filled up with blood or something, but I'm concerned.","Hi Houston, The fact that you're concerned says a lot. If I was your therapist I'd ask you questions about your worries and how this is causing a problem in your life. You're causing perhaps permanent changes (damage?) to your body, and it's likely you're trying to express something...pain maybe? A therapist can help you to explore what's going on for you and how to get your needs for self-expression met in a more healthy way. Good luck!"
"Is it normal for people to cry during therapy, or is it just me?","Crying during a therapy session is not unusual. When we are in a safe environment, such as a therapists office, it allows us to disarm our defenses. By disarming our defenses we are able to feel and express our emotions. Oftentimes, these emotions result in tears.  I personally feel that crying in a therapy session is the one of the most beautiful parts of the healing process."
"As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I can’t.","If you thing your trust issues are going to end or affect your relationship it will because you are being baggage from your parents into this relationship.  Don't allow their problems to become your problem.  You didn't mention that your partner in your present relationship have done anything to make you not trust them.  Like in the court of law, if no evidence....find not guilty.  Don't make them pay the consequences as if guilty of your parents unhealthy behavior."
I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rejects; I get sick to my stomach and get blisters in my mouth. How can I calm my self down? I'm a wreck.,"You didn't say what or how many medications you've tried. Certain anxiety medications can make you feel nauseous, but I haven't heard of any that cause mouth blisters, so there may be some other underlying medical issue there. I would definitely talk to your primary care physician and whoever has prescribed the medication as well as a neurologist if you've suffered a severe head injury. There are so many medications available for anxiety or insomnia or even depression that there may be others with lesser side effects.But beyond that, have you tried any other treatments such as deep breathing or meditation? Meditation can be very effective, but it takes practice and you don't have to sit cross-legged for hours chanting ""Ohm"" to meditate. It's about focusing on your breath, rather than all the thoughts that are racing through your head. And when they do take your mind off your breath, simply refocus (and refocus and refocus). Like I said, it takes practice, so don't give up. You can find many sites offering different ways to meditate, so look around and see what works best for you. Like medication, you just have to find the one that works best and that might take some experimentation.I hope this helps and best of luck to you."
"I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?","It sounds as if you may be experiencing a bout of anxiety and/or depression. Sleeping difficulties, irritability and anxiety attacks all are correlated with these mood disorders. And it’s actually quite common for someone to deal encounter this during their lifetime. Also, keep in mind that just because you are experiencing this now does not mean that you will be dealing with it the rest of your life. Many times, it can be a single episode and if treatment is received, you can help prevent any recurrent episodes.However, you may want to first talk with your primary physician to rule out any medical issues that could be causing these problems. There may be a reason for the sudden onset of these symptoms that can be addressed quickly. On the other hand, if it is determined that you are experiencing anxiety and/or depression without a medical reason, there are two methods that are very helpful in your treatment:#1 Talk therapy with a certified therapistHe/She will be able to address the concerns you’re experiencing and discovering if there is an underlying issue that may be causing it.#2 MedicationThere are many medications that can assist you with the feelings that you are experiencing. Your doctor will be able to help you find the right one that works for you. If one doesn’t work, keep trying. There are many different options to address your specific needs.Also, a combination of these two options is extremely beneficial!Thank you for your question. I sincerely hope that you feel better soon!"
I don't know what to say. I have never really known who I am.,"This is perhaps the deepest question that one can ask of themselves and the answer is as elusive as the deepest enigma. We are fluid beings, we are never the same from day to day, we learn or unlearn, we evolve or some of us even devolve, we are in a state of constant flux, changing and adapting, like a cloud in the sky that has its shape changed by the wind, life whittles us away and carves us constantly, trying to understand this question is like trying to bite your own teeth, however we can have a sense of what we would call our core and to understand the core, we need to live and to experience, but also to think deeply, analytically, and critically, by engaging with life we get a sense that we are like the Earth itself, inside of us there is a core, just as there is inside our planet but our continents shift and change over time, like those continents so does our own nature shift throughout our lives.  "
What do I do if I have been feeling like I could never be with anyone because no one would want me. Or I couldn't have many friends because of who I am. It's strange I want to be loved but I'd hate to be because I always lose.,What would make you feel no one wants to be with you?
"My boyfriend and I have been dating for almost a year. We go to different schools, and we don't see each other that often. I just feel very paranoid that there's someone else or that he could be hiding something from me.","Have you spoken to him about your fears? Perhaps you can explain this feeling to him and let him know what might lead to feeling more secure.  Also, it is important to trust your intuition!  Perhaps there are good reasons to feel concerned. It may not be paranoia - it may be based in reality!  "
I've gone to a couple therapy sessions so far and still everytime I walk in I get nervous and shaky.  Is this normal? Should I still be feeling like this?,"Thank you for your question. It's completely normal and natural to feel nervous before a therapy session. Many people report having felt this way. I can't say enough regarding the amount of courage it takes to reach out and attend a therapy session. For many people, it can take weeks, months, or even years of contemplating whether to see a therapist or not before actually contacting one and attending the first session. It takes courage to want to work through any struggles you may be having or personal growth you aspire toward. In your question, you mentioned that you've ""gone several times and are still feeling nervous and shaky."" If you feel comfortable with your therapist and it's a good fit for you, I would suggest talking about this with your therapist. You don't have to struggle each time you have your appointment. Together, you and your therapist can work toward helping you have a different experience. "
"I have so many issues to address. I have a history of sexual abuse, I’m a breast cancer survivor and I am a lifetime insomniac.    I have a long history of depression and I’m beginning to have anxiety. I have low self esteem but I’ve been happily married for almost 35 years.
   I’ve never had counseling about any of this. Do I have too many issues to address in counseling?","Let me start by saying there are never too many concerns that you can bring into counselling. In fact, most people who come to see me for counselling have more than one issue they would like to work on in psychotherapy and most times these are all interconnected. In counselling, we work together, collaboratively, to figure out which issues you would like to address first and then together we develop an individualized plan of care. Basically, it’s like a road map of where you want to go, how are you going to get there, looking at stopovers, some scenic routes others possibly not so scenic, however, necessary. Of course, these plans can also change due to internal (what we have control over like our thoughts, feelings and behaviours) or external reasons (those things that are outside our control). I would encourage you to take the next step and reach out to a professional you can trust and build rapport with by co-journeying through whatever concerns you have by examining what has been working so far as you have learned to cope with some of your issues like insomnia, depression and anxiety, as well as being a breast cancer survivor. Then to help you by developing new coping strategies. Psychotherapy can be such a powerful tool to help you get to where it is you want to be. I know you can do it and you will see first-hand how psychotherapy will help you to move past these points in your life where you are feeling stuck. I like to quote Nike where their motto is, “just do it.” You can do it."
